quechua,normalizado,variantes,categoria,traduccion,definicion_completa
puñuna,puñuna,puñuna,s.,"Yacija. Lecho, cama","Yacija. Lecho, cama. | Lugar o cosa donde se echa una persona. Winkuna, winkhuna."
puñupuy,puñupuy,puñupuy,prnl.,Dormirse. Entregarse al sueño,Dormirse. Entregarse al sueño.
puñuy ch'utay,puñuy ch'utay,"puñuy ch'utay, muskay",intr.,Dormitar. Estar medio dormido,"Dormitar. Estar medio dormido. | Descansar. Reposar. Samay. | Holgar, divertirse. Jawkay."
puñuy,puñuy,puñuy,intr.,Dormir. Permanecer en estado de reposo con suspensión de la actividad de los sentidos,Dormir. Permanecer en estado de reposo con suspensión de la actividad de los sentidos.
puñuy,puñuy,puñuy,s.,Acción de dormir,"Acción de dormir. | Sueño. Ensueño. Musqu, musquy."
puñuykuchiy,puñuykuchiy,puñuykuchiy,tr.,Acostar. Echar a alguno para que duerma o descanse,Acostar. Echar a alguno para que duerma o descanse.
puñuykuy,puñuykuy,puñuykuy,prnl.,Acostarse,"Acostarse. | Recostarse, echarse. Siriy, siriykukuy."
puñuysapa,puñuysapa,puñuysapa,adj. y s.,"fam. Dormilón, -na. Muy inclinado a dormir","fam. Dormilón, -na. Muy inclinado a dormir."
pupu,pupu,pupu,s.,Ombligo. Cicatriz umbilical,Ombligo. Cicatriz umbilical.
puputi,puputi,puputi,s.,Cordón umbilical,Cordón umbilical.
puqcha,puqcha,puqcha,s.,Medida equivalente a media fanega (JAL),Medida equivalente a media fanega (JAL).
puqi,puqi,puqi,adj.,"Tonto, bobo","Tonto, bobo."
puqtu,puqtu,puqtu,s.,Porción que cabe en el hueco de las dos manos juntas. Sirve como medida,Porción que cabe en el hueco de las dos manos juntas. Sirve como medida.
